record_id,sale_date,day_of_week,is_weekend,branch,category,campaign,customers_count,employee_count,units_sold,avg_price_per_unit,discount_rate,sales_amount,cost_amount,gross_profit,payment_method,returned,satisfaction_score,branch_a_outlier,special_high_sales_day
R00087,2026-02-05,????????,FALSE,D,Fashion,Member Day,133,18,112,808.03,8.4%,"82,896.92","50,884.99","32,011.93",Cash,FALSE,3.9,FALSE,FALSE
R01196,2026-02-05,????????,FALSE,D,Food & Beverage,None,201,27,250,598.58,2.7%,"145,604.40","91,314.95","54,289.45",Mobile Banking,FALSE,4.9,FALSE,FALSE
R01844,2026-02-05,????????,FALSE,D,Fashion,Member Day,126,20,132,667.22,6.7%,"82,172.74","47,544.75","34,627.99",E-Wallet,FALSE,4.9,FALSE,FALSE
R01872,2026-02-05,????????,FALSE,D,Electronics,None,178,29,73,"1,481.42",5.2%,"102,520.04","71,984.91","30,535.13",E-Wallet,FALSE,4,FALSE,FALSE
R02023,2026-02-05,????????,FALSE,D,Fashion,None,151,27,132,546.53,2.0%,"70,698.53","42,302.37","28,396.16",Mobile Banking,FALSE,3.9,FALSE,FALSE
R00172,2026-02-05,????????,FALSE,E,Electronics,None,121,23,34,"1,858.14",2.8%,"61,407.72","43,723.01","17,684.71",QR Payment,FALSE,4.9,FALSE,FALSE
R00891,2026-02-05,????????,FALSE,E,Electronics,None,157,30,60,"1,221.90",0.8%,"72,727.45","51,719.82","21,007.63",Credit Card,FALSE,4.6,FALSE,FALSE
R02630,2026-02-05,????????,FALSE,E,Electronics,None,78,13,32,"1,664.36",2.8%,"51,768.11","36,137.44","15,630.67",Cash,TRUE,3.6,FALSE,FALSE
R00099,2026-02-06,?????,FALSE,A,Beauty,None,124,22,93,704.06,2.0%,"64,168.43","30,743.09","33,425.34",Cash,FALSE,5,FALSE,FALSE
R00252,2026-02-06,?????,FALSE,A,Fashion,None,204,33,177,721.23,3.0%,"123,827.33","70,144.00","53,683.33",Mobile Banking,FALSE,3.9,FALSE,FALSE
R01493,2026-02-06,?????,FALSE,A,Fashion,Payday Promo,138,23,108,972.03,7.9%,"96,686.31","59,008.95","37,677.36",Credit Card,FALSE,4.7,FALSE,FALSE
R02569,2026-02-06,?????,FALSE,A,Food & Beverage,None,129,20,146,670.69,5.7%,"92,339.78","56,179.65","36,160.13",E-Wallet,FALSE,3.6,FALSE,FALSE
R02795,2026-02-06,?????,FALSE,A,Electronics,None,179,27,61,"2,136.24",2.6%,"126,922.83","91,201.13","35,721.70",Cash,FALSE,4.6,FALSE,FALSE
R00515,2026-02-06,?????,FALSE,B,Beauty,Member Day,136,23,102,968.84,7.0%,"91,904.47","46,316.97","45,587.50",Credit Card,FALSE,4.6,FALSE,FALSE
R02298,2026-02-06,?????,FALSE,B,Sports,None,121,17,81,"1,074.71",2.2%,"85,136.54","46,664.03","38,472.51",Credit Card,FALSE,4,FALSE,FALSE
R02482,2026-02-06,?????,FALSE,B,Fashion,Member Day,87,18,63,818.42,8.0%,"47,435.53","27,465.10","19,970.43",E-Wallet,TRUE,4.1,FALSE,FALSE
R00693,2026-02-06,?????,FALSE,C,Fashion,Member Day,128,23,109,521.09,8.7%,"51,857.70","29,376.32","22,481.38",Cash,FALSE,4.8,FALSE,FALSE
R00819,2026-02-06,?????,FALSE,C,Fashion,Clearance Sale,117,22,102,748.09,15.0%,"64,859.63","37,533.76","27,325.87",Credit Card,FALSE,4,FALSE,FALSE
R02350,2026-02-06,?????,FALSE,C,Sports,Clearance Sale,159,24,128,902.60,17.3%,"95,546.05","54,667.98","40,878.07",Credit Card,FALSE,4.9,FALSE,FALSE
R00180,2026-02-06,?????,FALSE,E,Food & Beverage,None,167,20,185,753.24,6.7%,"130,012.53","80,396.84","49,615.69",Cash,FALSE,4.1,FALSE,FALSE
R00420,2026-02-06,?????,FALSE,E,Home & Living,None,127,26,72,634.24,1.7%,"44,889.30","30,836.33","14,052.97",Credit Card,FALSE,3.7,FALSE,FALSE
R00812,2026-02-06,?????,FALSE,E,Fashion,None,133,22,130,546.67,3.6%,"68,508.50","42,464.64","26,043.86",E-Wallet,FALSE,4.6,FALSE,FALSE
R01810,2026-02-06,?????,FALSE,E,Fashion,Payday Promo,133,27,111,822.00,7.9%,"84,034.14","46,920.69","37,113.45",Credit Card,FALSE,4.5,FALSE,FALSE
R02222,2026-02-06,?????,FALSE,E,Beauty,None,126,20,84,913.52,3.0%,"74,433.64","36,088.10","38,345.54",E-Wallet,FALSE,3.2,FALSE,FALSE
R00258,2026-02-07,?????,TRUE,A,Fashion,Clearance Sale,186,29,166,882.21,17.6%,"120,672.24","68,823.97","51,848.27",Credit Card,FALSE,4.3,FALSE,FALSE
R00814,2026-02-07,?????,TRUE,A,Fashion,Weekend Boost,130,24,110,"1,378.77",8.3%,"139,076.34","83,212.86","55,863.48",Credit Card,FALSE,4.3,TRUE,FALSE
R01665,2026-02-07,?????,TRUE,A,Fashion,Clearance Sale,119,21,99,802.28,17.6%,"65,447.06","38,927.67","26,519.39",Credit Card,FALSE,4.3,FALSE,FALSE
R01738,2026-02-07,?????,TRUE,A,Food & Beverage,None,167,25,208,490.17,4.7%,"97,162.72","59,899.45","37,263.27",Mobile Banking,FALSE,5,FALSE,FALSE
R02002,2026-02-07,?????,TRUE,A,Electronics,Payday Promo,158,19,61,"2,513.95",10.2%,"137,709.23","99,098.97","38,610.26",Credit Card,FALSE,4.8,FALSE,FALSE
R02493,2026-02-07,?????,TRUE,A,Fashion,None,108,20,93,196.42,2.7%,"17,773.85","10,511.21","7,262.64",Credit Card,FALSE,4.1,FALSE,FALSE
R02819,2026-02-07,?????,TRUE,A,Beauty,None,126,22,90,713.07,2.0%,"62,892.71","32,176.51","30,716.20",E-Wallet,FALSE,4.1,FALSE,FALSE
R02833,2026-02-07,?????,TRUE,A,Food & Beverage,None,170,33,205,432.98,3.3%,"85,831.12","51,847.49","33,983.63",Credit Card,FALSE,4.2,FALSE,FALSE
R02907,2026-02-07,?????,TRUE,A,Food & Beverage,None,184,28,219,476.83,2.4%,"101,918.80","61,582.97","40,335.83",Credit Card,FALSE,3.9,FALSE,FALSE
R00101,2026-02-07,?????,TRUE,B,Fashion,Member Day,200,25,188,878.49,7.5%,"152,769.08","88,943.76","63,825.32",Credit Card,FALSE,4.2,FALSE,FALSE
R00486,2026-02-07,?????,TRUE,B,Home & Living,None,131,30,82,499.45,2.4%,"39,971.73","24,990.17","14,981.56",Credit Card,FALSE,4.6,FALSE,FALSE
R01223,2026-02-07,?????,TRUE,B,Beauty,Weekend Boost,137,21,110,708.79,6.4%,"72,977.33","38,235.99","34,741.34",Credit Card,FALSE,4.9,FALSE,FALSE
R01393,2026-02-07,?????,TRUE,B,Fashion,None,155,26,135,460.80,2.4%,"60,715.03","36,000.56","24,714.47",Mobile Banking,FALSE,4.3,FALSE,FALSE
R01468,2026-02-07,?????,TRUE,B,Fashion,Weekend Boost,124,19,110,784.40,6.5%,"80,675.05","46,825.64","33,849.41",Mobile Banking,FALSE,5,FALSE,FALSE
R01540,2026-02-07,?????,TRUE,B,Food & Beverage,Weekend Boost,102,27,135,92.52,6.3%,"11,702.86","7,747.01","3,955.85",Credit Card,FALSE,4,FALSE,FALSE
R01608,2026-02-07,?????,TRUE,B,Beauty,None,111,25,86,302.71,3.5%,"25,121.91","11,840.38","13,281.53",Cash,FALSE,4.1,FALSE,FALSE
R02233,2026-02-07,?????,TRUE,B,Food & Beverage,Member Day,127,22,142,506.16,9.5%,"65,047.15","41,853.98","23,193.17",QR Payment,FALSE,5,FALSE,FALSE
R01485,2026-02-07,?????,TRUE,C,Fashion,Weekend Boost,93,20,98,323.80,11.4%,"28,114.57","15,614.62","12,499.95",E-Wallet,FALSE,3.4,FALSE,FALSE
R02119,2026-02-07,?????,TRUE,C,Fashion,Member Day,189,29,171,816.48,8.9%,"127,191.82","72,324.15","54,867.67",Cash,FALSE,4.3,FALSE,FALSE
R02892,2026-02-07,?????,TRUE,C,Fashion,None,179,26,156,706.32,5.0%,"104,677.26","57,283.23","47,394.03",QR Payment,FALSE,4.7,FALSE,FALSE
R00879,2026-02-07,?????,TRUE,D,Electronics,None,178,31,86,"1,054.29",2.2%,"88,674.35","62,658.35","26,016.00",E-Wallet,FALSE,3.8,FALSE,FALSE
R01558,2026-02-07,?????,TRUE,D,Electronics,None,129,23,54,"1,000.83",3.5%,"52,153.33","36,408.78","15,744.55",Mobile Banking,FALSE,4.4,FALSE,FALSE
R02195,2026-02-07,?????,TRUE,D,Electronics,None,142,24,65,"1,080.49",1.5%,"69,178.55","52,442.94","16,735.61",E-Wallet,FALSE,3.6,FALSE,FALSE
R00917,2026-02-08,???????,TRUE,A,Food & Beverage,Clearance Sale,135,25,148,478.35,16.3%,"59,256.07","37,246.25","22,009.82",Cash,FALSE,4.8,FALSE,FALSE
R02522,2026-02-08,???????,TRUE,A,Home & Living,Weekend Boost,123,19,53,"1,170.01",6.8%,"57,793.70","40,350.10","17,443.60",Mobile Banking,FALSE,4.4,FALSE,FALSE
R00668,2026-02-08,???????,TRUE,B,Electronics,Clearance Sale,109,22,49,"1,194.71",20.1%,"46,773.94","33,132.12","13,641.82",E-Wallet,FALSE,4.1,FALSE,FALSE
R00780,2026-02-08,???????,TRUE,B,Food & Beverage,Clearance Sale,169,29,203,525.37,16.1%,"89,478.90","55,933.76","33,545.14",E-Wallet,FALSE,4,FALSE,FALSE
R01852,2026-02-08,???????,TRUE,B,Electronics,Member Day,111,20,44,"1,435.92",9.6%,"57,114.97","40,568.21","16,546.76",Mobile Banking,FALSE,3.9,FALSE,FALSE
R02690,2026-02-08,???????,TRUE,B,Electronics,None,102,20,38,"1,110.56",2.3%,"41,230.72","31,188.08","10,042.64",Credit Card,FALSE,4.3,FALSE,FALSE
R00352,2026-02-08,???????,TRUE,C,Sports,None,225,26,141,"1,338.14",6.4%,"176,602.98","106,454.46","70,148.52",QR Payment,FALSE,4.5,FALSE,FALSE
R01519,2026-02-08,???????,TRUE,C,Food & Beverage,None,198,36,250,440.82,2.1%,"107,891.34","67,142.15","40,749.19",E-Wallet,FALSE,4.9,FALSE,FALSE
R00146,2026-02-08,???????,TRUE,D,Fashion,None,121,20,95,517.50,4.0%,"47,196.26","26,486.38","20,709.88",QR Payment,FALSE,4.4,FALSE,FALSE
R00366,2026-02-08,???????,TRUE,D,Sports,None,181,32,114,869.01,6.3%,"92,825.95","50,337.36","42,488.59",Mobile Banking,FALSE,4.7,FALSE,FALSE
R01144,2026-02-08,???????,TRUE,D,Food & Beverage,Member Day,168,22,205,667.94,7.9%,"126,110.66","73,537.31","52,573.35",QR Payment,FALSE,3.9,FALSE,FALSE
R02592,2026-02-08,???????,TRUE,D,Fashion,Member Day,177,27,152,685.89,7.6%,"96,332.29","57,014.00","39,318.29",Credit Card,FALSE,4.5,FALSE,FALSE
R00540,2026-02-08,???????,TRUE,E,Fashion,None,76,19,70,52.27,3.2%,"3,541.78","2,008.28","1,533.50",E-Wallet,FALSE,4,FALSE,FALSE
R00740,2026-02-08,???????,TRUE,E,Fashion,None,136,20,125,534.79,3.8%,"64,308.40","34,471.08","29,837.32",E-Wallet,FALSE,4.6,FALSE,FALSE
R01925,2026-02-08,???????,TRUE,E,Food & Beverage,None,139,26,150,501.94,2.7%,"73,257.77","46,156.93","27,100.84",QR Payment,FALSE,3.9,FALSE,FALSE
R00446,2026-02-09,??????,FALSE,A,Home & Living,None,198,30,121,"1,103.73",2.5%,"130,212.14","83,672.28","46,539.86",QR Payment,FALSE,3.9,FALSE,FALSE
R00794,2026-02-09,??????,FALSE,A,Food & Beverage,None,131,21,175,453.60,2.2%,"77,633.90","47,928.05","29,705.85",E-Wallet,FALSE,3.8,FALSE,FALSE
R02733,2026-02-09,??????,FALSE,A,Home & Living,None,139,19,89,942.95,1.0%,"83,083.58","54,958.28","28,125.30",E-Wallet,FALSE,4.5,FALSE,FALSE
R01437,2026-02-09,??????,FALSE,B,Fashion,Clearance Sale,139,16,129,"1,100.33",19.4%,"114,405.82","64,982.81","49,423.01",Mobile Banking,FALSE,4.5,FALSE,FALSE
R02674,2026-02-09,??????,FALSE,B,Home & Living,Member Day,98,24,70,250.64,11.5%,"15,527.33","9,703.56","5,823.77",E-Wallet,FALSE,4.4,FALSE,FALSE
R00945,2026-02-09,??????,FALSE,C,Electronics,None,166,24,84,"1,468.63",1.6%,"121,391.04","88,051.51","33,339.53",Mobile Banking,FALSE,4.7,FALSE,FALSE
R01175,2026-02-09,??????,FALSE,C,Fashion,Clearance Sale,119,16,102,870.10,17.3%,"73,396.00","45,515.89","27,880.11",Mobile Banking,FALSE,4.8,FALSE,FALSE
R01412,2026-02-09,??????,FALSE,C,Sports,None,181,30,125,865.68,2.1%,"105,936.98","60,123.09","45,813.89",Mobile Banking,FALSE,3.4,FALSE,FALSE
R02269,2026-02-09,??????,FALSE,C,Home & Living,None,153,23,74,"1,540.34",6.9%,"106,120.38","70,708.01","35,412.37",QR Payment,FALSE,4.4,FALSE,FALSE
R02433,2026-02-09,??????,FALSE,C,Fashion,Clearance Sale,127,21,118,696.79,19.5%,"66,188.07","37,651.83","28,536.24",QR Payment,FALSE,3.8,FALSE,FALSE
R00731,2026-02-09,??????,FALSE,D,Food & Beverage,Clearance Sale,157,22,180,677.92,21.5%,"95,790.44","56,005.16","39,785.28",QR Payment,FALSE,4.5,FALSE,FALSE
R01721,2026-02-09,??????,FALSE,D,Food & Beverage,None,128,18,168,589.36,2.5%,"96,537.35","62,142.79","34,394.56",Credit Card,FALSE,4.7,FALSE,FALSE
R01868,2026-02-09,??????,FALSE,D,Food & Beverage,None,174,29,207,517.00,2.8%,"104,021.86","61,761.48","42,260.38",Credit Card,FALSE,4.1,FALSE,FALSE
R02544,2026-02-09,??????,FALSE,D,Beauty,Payday Promo,124,24,104,350.82,7.3%,"33,821.75","16,129.39","17,692.36",E-Wallet,FALSE,4.4,FALSE,FALSE
R02545,2026-02-09,??????,FALSE,E,Electronics,Clearance Sale,120,19,64,"1,376.52",15.5%,"74,442.34","50,046.91","24,395.43",E-Wallet,FALSE,5,FALSE,FALSE
R00350,2026-02-10,??????,FALSE,A,Electronics,None,148,21,52,"2,177.26",5.3%,"107,216.77","77,205.86","30,010.91",Mobile Banking,FALSE,3.3,FALSE,FALSE
R00503,2026-02-10,??????,FALSE,A,Fashion,Member Day,59,15,55,447.08,8.8%,"22,425.62","12,607.52","9,818.10",QR Payment,FALSE,4.5,FALSE,FALSE
R01484,2026-02-10,??????,FALSE,A,Electronics,None,132,19,39,"2,146.11",2.4%,"81,689.47","57,088.11","24,601.36",Credit Card,FALSE,3.9,FALSE,FALSE
R01604,2026-02-10,??????,FALSE,A,Sports,Member Day,130,23,81,896.83,8.0%,"66,831.83","39,438.32","27,393.51",Mobile Banking,FALSE,4.3,FALSE,FALSE
R02219,2026-02-10,??????,FALSE,A,Electronics,None,142,29,50,"1,387.85",6.1%,"65,159.47","47,471.28","17,688.19",Credit Card,FALSE,4,FALSE,FALSE
R00662,2026-02-10,??????,FALSE,B,Home & Living,Weekend Boost,124,19,82,933.75,9.4%,"69,369.86","44,250.09","25,119.77",Cash,FALSE,4.7,FALSE,FALSE
R02174,2026-02-10,??????,FALSE,B,Food & Beverage,None,136,26,157,439.14,2.2%,"67,428.66","41,447.48","25,981.18",E-Wallet,FALSE,3.7,FALSE,FALSE
R02764,2026-02-10,??????,FALSE,B,Home & Living,Payday Promo,141,23,85,"1,329.30",8.7%,"103,160.71","68,734.33","34,426.38",E-Wallet,FALSE,3.4,FALSE,FALSE
R00511,2026-02-10,??????,FALSE,C,Fashion,Payday Promo,148,24,130,809.51,10.7%,"93,976.41","54,060.49","39,915.92",Cash,FALSE,4.1,FALSE,FALSE
R02291,2026-02-10,??????,FALSE,C,Food & Beverage,Member Day,124,25,153,343.60,8.7%,"47,997.52","30,494.62","17,502.90",Credit Card,FALSE,4.8,FALSE,FALSE
R02440,2026-02-10,??????,FALSE,C,Fashion,Weekend Boost,126,18,93,880.12,6.4%,"76,612.66","45,357.21","31,255.45",E-Wallet,FALSE,3.5,FALSE,FALSE
R00041,2026-02-10,??????,FALSE,D,Home & Living,None,97,19,59,634.50,3.8%,"36,012.90","23,087.72","12,925.18",E-Wallet,FALSE,3.5,FALSE,FALSE
R00423,2026-02-10,??????,FALSE,D,Fashion,Member Day,102,22,90,479.24,6.8%,"40,198.80","23,353.78","16,845.02",Cash,FALSE,4.3,FALSE,FALSE
R00890,2026-02-10,??????,FALSE,D,Fashion,None,123,21,78,737.11,2.2%,"56,229.75","33,242.15","22,987.60",Credit Card,FALSE,3.7,FALSE,FALSE
R01711,2026-02-10,??????,FALSE,D,Food & Beverage,None,100,19,129,296.81,1.8%,"37,598.82","24,073.94","13,524.88",Credit Card,FALSE,4.2,FALSE,FALSE
R02221,2026-02-10,??????,FALSE,D,Beauty,None,198,36,160,475.49,2.1%,"74,480.05","37,624.50","36,855.55",QR Payment,FALSE,3.7,FALSE,FALSE
R02462,2026-02-10,??????,FALSE,D,Food & Beverage,None,114,24,130,309.58,4.5%,"38,434.40","23,609.99","14,824.41",Credit Card,FALSE,3.8,FALSE,FALSE
R00186,2026-02-10,??????,FALSE,E,Electronics,Payday Promo,124,19,35,"2,197.45",10.8%,"68,604.52","48,619.19","19,985.33",Cash,FALSE,4.4,FALSE,FALSE
R00518,2026-02-10,??????,FALSE,E,Food & Beverage,None,107,18,123,429.24,1.2%,"52,162.71","30,459.63","21,703.08",E-Wallet,FALSE,4.4,FALSE,FALSE
R00849,2026-02-10,??????,FALSE,E,Electronics,None,131,21,44,"1,738.05",3.9%,"73,491.58","54,614.73","18,876.85",QR Payment,FALSE,4.2,FALSE,FALSE
R01513,2026-02-10,??????,FALSE,E,Beauty,Member Day,100,19,82,370.14,8.1%,"27,893.12","13,378.99","14,514.13",E-Wallet,FALSE,4.1,FALSE,FALSE
R01582,2026-02-10,??????,FALSE,E,Food & Beverage,None,129,23,151,496.07,3.3%,"72,434.78","47,618.17","24,816.61",Mobile Banking,FALSE,4.3,FALSE,FALSE
R00246,2026-02-11,???,FALSE,A,Electronics,None,132,25,61,"1,274.24",2.9%,"75,474.46","54,450.63","21,023.83",Mobile Banking,FALSE,4.5,FALSE,FALSE
R00614,2026-02-11,???,FALSE,A,Beauty,Weekend Boost,103,17,65,834.17,5.6%,"51,184.76","26,237.34","24,947.42",QR Payment,FALSE,4.2,FALSE,FALSE
R00983,2026-02-11,???,FALSE,A,Electronics,Weekend Boost,188,30,83,"1,595.04",5.6%,"124,974.42","93,348.89","31,625.53",Credit Card,FALSE,4.8,FALSE,FALSE
R02678,2026-02-11,???,FALSE,A,Food & Beverage,None,145,25,195,393.95,4.2%,"73,593.00","44,778.74","28,814.26",Mobile Banking,FALSE,4.8,FALSE,FALSE
R02861,2026-02-11,???,FALSE,B,Fashion,None,63,16,60,51.55,3.0%,"3,000.00","1,778.07","1,221.93",QR Payment,FALSE,4.4,FALSE,FALSE
R00333,2026-02-11,???,FALSE,C,Food & Beverage,None,158,24,164,576.71,3.2%,"91,553.71","59,547.53","32,006.18",E-Wallet,FALSE,4.3,FALSE,FALSE
R01318,2026-02-11,???,FALSE,C,Food & Beverage,None,214,31,265,553.71,5.1%,"139,248.86","85,850.65","53,398.21",Cash,FALSE,3.8,FALSE,FALSE
R01878,2026-02-11,???,FALSE,C,Fashion,None,182,18,152,"1,097.28",2.9%,"161,949.16","94,371.71","67,577.45",QR Payment,FALSE,5,FALSE,FALSE
R01650,2026-02-11,???,FALSE,D,Beauty,None,142,22,115,797.72,4.4%,"87,701.59","43,732.12","43,969.47",Credit Card,FALSE,4.3,FALSE,FALSE
R01131,2026-02-12,????????,FALSE,A,Fashion,None,93,13,66,785.98,1.8%,"50,940.74","27,550.32","23,390.42",E-Wallet,FALSE,3.6,FALSE,FALSE
R01512,2026-02-12,????????,FALSE,A,Home & Living,Weekend Boost,80,16,56,565.71,7.5%,"29,303.73","18,998.50","10,305.23",QR Payment,FALSE,4.4,FALSE,FALSE
R02855,2026-02-12,????????,FALSE,A,Beauty,Weekend Boost,114,21,76,"1,445.87",5.9%,"103,403.00","50,156.67","53,246.33",E-Wallet,FALSE,4.3,TRUE,FALSE
R00077,2026-02-12,????????,FALSE,B,Sports,None,97,18,27,"1,328.41",2.5%,"34,970.29","19,554.78","15,415.51",Credit Card,FALSE,4.6,FALSE,FALSE
R00555,2026-02-12,????????,FALSE,B,Fashion,Clearance Sale,130,26,108,590.54,16.2%,"53,446.38","32,638.11","20,808.27",Mobile Banking,FALSE,5,FALSE,FALSE
R01028,2026-02-12,????????,FALSE,B,Fashion,None,91,20,61,472.42,4.4%,"27,549.56","16,164.75","11,384.81",Cash,FALSE,3.9,FALSE,FALSE
R02685,2026-02-12,????????,FALSE,B,Fashion,Weekend Boost,138,24,115,664.84,7.0%,"71,104.96","40,623.30","30,481.66",Mobile Banking,FALSE,4.5,FALSE,FALSE
R02780,2026-02-12,????????,FALSE,B,Fashion,None,126,17,103,"1,008.58",3.6%,"100,143.67","61,040.08","39,103.59",Mobile Banking,FALSE,4.7,FALSE,FALSE
R00185,2026-02-12,????????,FALSE,C,Fashion,None,146,28,100,534.18,2.8%,"51,922.19","31,336.92","20,585.27",Cash,FALSE,4.2,FALSE,FALSE
R00341,2026-02-12,????????,FALSE,C,Food & Beverage,Weekend Boost,144,23,174,501.56,8.2%,"80,114.96","48,379.05","31,735.91",Credit Card,FALSE,4.5,FALSE,FALSE
R02621,2026-02-12,????????,FALSE,C,Beauty,None,87,14,43,996.14,2.8%,"41,634.78","19,763.03","21,871.75",Cash,FALSE,4.6,FALSE,FALSE
R00925,2026-02-12,????????,FALSE,D,Fashion,None,125,20,95,671.89,4.5%,"60,956.88","37,688.76","23,268.12",Mobile Banking,FALSE,4.5,FALSE,FALSE
R01466,2026-02-12,????????,FALSE,D,Electronics,None,138,24,52,"1,437.14",2.0%,"73,236.40","50,945.60","22,290.80",E-Wallet,FALSE,5,FALSE,FALSE
R02257,2026-02-12,????????,FALSE,D,Electronics,None,191,26,62,"2,498.60",3.7%,"149,181.13","107,888.75","41,292.38",Credit Card,FALSE,3.3,FALSE,FALSE
R01407,2026-02-12,????????,FALSE,E,Fashion,Clearance Sale,193,27,172,989.86,16.6%,"141,992.89","83,854.32","58,138.57",Credit Card,FALSE,3.7,FALSE,FALSE
R02913,2026-02-12,????????,FALSE,E,Food & Beverage,Weekend Boost,156,27,177,434.46,5.6%,"72,592.48","45,112.69","27,479.79",Mobile Banking,FALSE,4.9,FALSE,FALSE
R00390,2026-02-13,?????,FALSE,A,Beauty,Weekend Boost,190,27,137,"1,029.40",5.6%,"133,129.97","68,371.46","64,758.51",E-Wallet,FALSE,4.4,FALSE,FALSE
R00406,2026-02-13,?????,FALSE,A,Food & Beverage,Member Day,76,12,83,436.37,11.4%,"32,089.72","19,736.01","12,353.71",E-Wallet,FALSE,4.8,FALSE,FALSE
R00437,2026-02-13,?????,FALSE,A,Fashion,Clearance Sale,33,11,19,195.41,19.2%,"3,000.00","1,696.46","1,303.54",E-Wallet,FALSE,4.8,FALSE,FALSE
R01551,2026-02-13,?????,FALSE,A,Electronics,None,96,21,45,772.25,5.4%,"32,874.58","23,260.54","9,614.04",Mobile Banking,TRUE,3.2,FALSE,FALSE
R02917,2026-02-13,?????,FALSE,A,Fashion,None,131,17,122,"1,291.19",3.8%,"151,539.77","82,768.32","68,771.45",Credit Card,FALSE,3.8,TRUE,FALSE
R00084,2026-02-13,?????,FALSE,B,Home & Living,Payday Promo,92,17,50,999.13,11.1%,"44,411.15","28,669.52","15,741.63",Cash,FALSE,4.1,FALSE,FALSE
R00914,2026-02-13,?????,FALSE,B,Fashion,Member Day,178,24,161,899.89,9.4%,"131,263.62","78,887.96","52,375.66",E-Wallet,FALSE,3.6,FALSE,FALSE
R01139,2026-02-13,?????,FALSE,B,Home & Living,Payday Promo,88,19,36,"1,172.94",9.0%,"38,425.58","24,844.49","13,581.09",E-Wallet,FALSE,4.4,FALSE,FALSE
R02173,2026-02-13,?????,FALSE,B,Fashion,Payday Promo,90,15,70,826.70,11.5%,"51,214.35","29,742.95","21,471.40",Mobile Banking,FALSE,4.8,FALSE,FALSE
R00995,2026-02-13,?????,FALSE,C,Electronics,None,127,22,69,754.69,3.8%,"50,095.14","34,751.50","15,343.64",Mobile Banking,FALSE,3.8,FALSE,FALSE
R01337,2026-02-13,?????,FALSE,C,Electronics,Payday Promo,100,23,35,"1,132.65",10.3%,"35,559.47","24,956.09","10,603.38",Credit Card,FALSE,4.1,FALSE,FALSE
R02034,2026-02-13,?????,FALSE,C,Food & Beverage,Member Day,130,20,156,461.09,6.9%,"66,966.85","43,093.10","23,873.75",Cash,FALSE,4.5,FALSE,FALSE
R00790,2026-02-13,?????,FALSE,D,Home & Living,None,120,19,67,"1,171.38",5.7%,"74,008.84","46,815.49","27,193.35",E-Wallet,FALSE,4.3,FALSE,FALSE
R01541,2026-02-13,?????,FALSE,D,Beauty,Member Day,90,20,87,442.87,7.3%,"35,717.34","16,921.25","18,796.09",Cash,FALSE,4.4,FALSE,FALSE
R01671,2026-02-13,?????,FALSE,D,Food & Beverage,None,161,21,182,545.15,2.2%,"97,033.89","60,945.78","36,088.11",QR Payment,FALSE,4.5,FALSE,FALSE
R02018,2026-02-13,?????,FALSE,D,Electronics,None,115,17,45,"2,061.91",3.2%,"89,816.72","64,966.84","24,849.88",E-Wallet,FALSE,3.9,FALSE,FALSE
R02367,2026-02-13,?????,FALSE,D,Fashion,None,122,22,91,774.04,4.0%,"67,619.80","37,833.57","29,786.23",Credit Card,FALSE,4.6,FALSE,FALSE
R00897,2026-02-13,?????,FALSE,E,Beauty,Payday Promo,173,21,124,"1,123.85",9.4%,"126,257.97","63,352.38","62,905.59",QR Payment,FALSE,4.6,FALSE,FALSE
R00955,2026-02-13,?????,FALSE,E,Fashion,Payday Promo,102,28,87,37.93,9.1%,"3,000.00","1,807.01","1,192.99",Credit Card,FALSE,4.5,FALSE,FALSE
R00852,2026-02-14,?????,TRUE,A,Sports,Weekend Boost,74,16,43,75.02,7.0%,"3,000.00","1,664.82","1,335.18",Mobile Banking,FALSE,4.5,FALSE,FALSE
R00903,2026-02-14,?????,TRUE,A,Fashion,Clearance Sale,151,17,136,"1,155.83",21.8%,"122,925.36","73,085.90","49,839.46",Mobile Banking,FALSE,4.1,FALSE,FALSE
R01467,2026-02-14,?????,TRUE,A,Food & Beverage,None,102,17,118,460.31,2.0%,"53,230.31","32,776.28","20,454.03",Mobile Banking,FALSE,4.2,FALSE,FALSE
R01592,2026-02-14,?????,TRUE,A,Food & Beverage,None,156,26,195,549.10,5.7%,"100,970.65","65,971.15","34,999.50",Mobile Banking,FALSE,4.4,FALSE,FALSE
R02902,2026-02-14,?????,TRUE,A,Beauty,None,180,26,117,"1,002.12",3.5%,"113,143.90","56,328.06","56,815.84",Credit Card,FALSE,4.2,FALSE,FALSE
R00047,2026-02-14,?????,TRUE,B,Electronics,None,209,39,60,"1,749.02",4.6%,"100,114.19","70,623.65","29,490.54",E-Wallet,FALSE,3.9,FALSE,FALSE
R00307,2026-02-14,?????,TRUE,B,Fashion,Member Day,186,24,172,848.78,6.4%,"136,646.70","80,094.76","56,551.94",Mobile Banking,FALSE,4.8,FALSE,FALSE
R01623,2026-02-14,?????,TRUE,B,Home & Living,Weekend Boost,110,20,69,"1,047.87",7.1%,"67,169.36","42,319.11","24,850.25",Credit Card,FALSE,4,FALSE,FALSE
R01631,2026-02-14,?????,TRUE,B,Home & Living,None,159,21,102,979.39,1.3%,"98,598.92","63,624.67","34,974.25",Mobile Banking,FALSE,4.6,FALSE,FALSE
